codigo_onibus,codigo_linha,nome_linha,letreiro,distancia_percorrida,hora_requisicao,x,y,hora_gps,ponto_final,hora_final,segundos_deslocamento,geometry,modelo,tem_ar,tecnologia,sem_ar_l_km,sem_ar_kg_km,com_ar_l_km,com_ar_kg_km,emissao_co2
10428,406,8040-10,TERM. LAPA - SOL NASCENTE,373579.45457403647,00:47:00,-46.735559375,-23.50882,2025-10-16 23:59:33-03:00,POINT (325901.8870590944 7397864.15315729),2025-10-16 23:59:33-03:00,84583.0,POINT (322792.269315692 7399081.378838332),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,399.13228926690056
10429,420,8062-10,LAPA - PQ. SÃO DOMINGOS,703411.5761733234,04:42:00,-46.736793,-23.50559,2025-10-16 23:59:15-03:00,POINT (325696.4543840228 7397957.349182357),2025-10-16 23:59:15-03:00,69030.0,POINT (322661.95853404026 7399437.551527891),Padron,True,Padron,0.55,0.462,0.63,0.529,1183.6517615741363
10430,34020,8002-10,TERM. LAPA - TERM. PIRITUBA,351172.9055675002,04:31:00,-46.7364625,-23.487058,2025-10-16 23:59:34-03:00,POINT (324595.97423371905 7398480.351494828),2025-10-16 23:59:34-03:00,69917.0,POINT (322670.9064492975 7401490.2235705815),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,328.2939907697775
10431,34020,8002-10,TERM. LAPA - TERM. PIRITUBA,533011.8541886595,05:05:00,-46.7373635,-23.4867275,2025-10-17 23:58:02-03:00,POINT (325467.077204795 7397585.758125385),2025-10-17 23:58:02-03:00,135725.0,POINT (322578.4337143951 7401525.7114193905),Básico,True,Básico,0.46,0.386,0.53,0.445,754.547571145092
10432,406,8040-10,TERM. LAPA - SOL NASCENTE,375693.6542093228,02:31:00,-46.7360815,-23.5087755,2025-10-16 23:59:03-03:00,POINT (323557.97691895114 7401367.839908376),2025-10-16 23:59:03-03:00,77136.0,POINT (322738.8874309273 7399085.66226369),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,471.63454268475755
10433,1252,8002-10,TERM. LAPA - TERM. PIRITUBA,783635.7310548275,00:00:00,-46.70847075,-23.51937175,2025-10-17 23:58:18-03:00,POINT (321884.4318157615 7405177.631955247),2025-10-17 23:58:18-03:00,69307.0,POINT (325572.60200600966 7397946.045870525),Padron,True,Padron,0.55,0.462,0.63,0.529,1318.64735371789
10434,407,8043-10,LAPA - HAB. TURÍSTICA,645732.8039383398,04:33:00,-46.7476695,-23.50746325,2025-10-17 23:44:47-03:00,POINT (322431.400988676 7399101.8779178085),2025-10-17 23:44:47-03:00,204697.0,POINT (321553.6848676837 7399216.627977891),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1379.8018554554444
10435,33175,8043-10,LAPA - HAB. TURÍSTICA,551607.7017142855,05:09:00,-46.746534,-23.500056,2025-10-16 23:59:36-03:00,POINT (320632.53299010405 7402766.7583977245),2025-10-16 23:59:36-03:00,102513.0,POINT (321659.67479767546 7400038.333512713),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1178.6753370230854
10436,1252,8002-10,TERM. LAPA - TERM. PIRITUBA,453154.3177937914,00:04:00,-46.699853,-23.5201815,2025-10-17 23:03:48-03:00,POINT (326126.84674156865 7398005.712404735),2025-10-17 23:03:48-03:00,181962.0,POINT (326453.6762231777 7397866.822032442),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,968.3001462617734
10437,408,8047-10,LAPA - JARAGUÁ,737445.5060263445,07:59:00,-46.7380295,-23.5088695,2025-10-17 10:38:29-03:00,POINT (323773.76221863646 7398445.001153268),2025-10-17 10:38:29-03:00,143331.0,POINT (322540.0726969867 7399072.845937796),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,787.8867786385465
10481,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,691095.320624693,00:00:00,-46.737682,-23.438231,2025-10-17 22:39:04-03:00,POINT (322714.40715449245 7405983.288646784),2025-10-17 22:39:04-03:00,137656.0,POINT (322481.03072804154 7406895.880778368),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1661.3240412496991
10482,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,433262.7550637162,04:12:00,-46.7264675,-23.4864985,2025-10-17 23:36:21-03:00,POINT (323691.0733164471 7401564.482711004),2025-10-17 23:36:21-03:00,139042.0,POINT (323691.0733164471 7401564.482711004),Padron,False,Padron,0.55,0.462,0.63,0.529,636.4846503263523
10483,33174,8040-10,TERM. LAPA - SOL NASCENTE,270511.44094172615,16:28:00,-46.72855725,-23.510228500000004,2025-10-16 23:58:59-03:00,POINT (323282.1955045081 7406116.828625318),2025-10-16 23:58:59-03:00,12358.0,POINT (323509.2419284381 7398934.025097023),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,650.2824528798154
10484,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,570443.7162723792,04:44:00,-46.7359,-23.4457725,2025-10-17 23:12:03-03:00,POINT (322770.6933443558 7405845.022442891),2025-10-17 23:12:03-03:00,133076.0,POINT (322673.18460408377 7406062.924344115),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1295.1068912389958
10485,34026,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,268837.5107044714,05:23:00,-46.75114675,-23.491037625,2025-10-16 23:59:30-03:00,POINT (323247.9924930459 7407441.094577255),2025-10-16 23:59:30-03:00,15404.0,POINT (321176.38862601324 7401031.312567179),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,287.2259964366572
10486,34024,8006-10,TERM. PIRITUBA - JD. DONÁRIA,470811.47200918314,00:32:00,-46.7209635,-23.461248,2025-10-17 23:58:12-03:00,POINT (324756.9544087105 7405917.561063541),2025-10-17 23:58:12-03:00,279896.0,POINT (324219.79879534396 7404367.483783577),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,591.0425976161682
10487,34021,8003-10,TERM. LAPA - REMÉDIOS,268641.854590823,05:19:00,-46.738164,-23.51349025,2025-10-17 23:58:21-03:00,POINT (322677.7671183266 7398288.960438934),2025-10-17 23:58:21-03:00,91517.0,POINT (322532.53153162054 7398560.969086736),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,609.911034570275
10488,33189,8065-10,LAPA - HAB. TURÍSTICA,546590.9782240075,04:57:00,-46.702947,-23.519006,2025-10-16 23:59:31-03:00,POINT (324531.3829664993 7399632.765833529),2025-10-16 23:59:31-03:00,107222.0,POINT (326136.1863543538 7397993.252388438),Básico,True,Básico,0.46,0.386,0.53,0.445,773.7705865032518
10489,34024,8006-10,TERM. PIRITUBA - JD. DONÁRIA,47136.87869486987,15:56:00,-46.733435,-23.448965,2025-10-17 20:18:29-03:00,POINT (320200.1851641899 7399792.1294725705),2025-10-17 20:18:29-03:00,14976.0,POINT (322929.3011878894 7405712.418959653),Básico,False,Básico,0.46,0.386,0.53,0.445,57.91519737723881
10490,33189,8065-10,LAPA - HAB. TURÍSTICA,537675.3601372746,04:19:00,-46.702947,-23.519006,2025-10-17 23:57:01-03:00,POINT (324558.1839064687 7399544.093355956),2025-10-17 23:57:01-03:00,141288.0,POINT (326136.1863543538 7397993.252388438),Padron,True,Padron,0.55,0.462,0.63,0.529,904.7624587637962
10491,2291,N135-11,JD. DONÁRIA - TERM. PIRITUBA,572608.4459345205,00:00:00,-46.7264675,-23.4864985,2025-10-16 23:59:31-03:00,POINT (325209.18061498983 7397258.041846113),2025-10-16 23:59:31-03:00,648.0,POINT (323691.0733164471 7401564.482711004),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1147.0778693183279
10492,2292,N136-11,MORRO DOCE - TERM. LAPA,432225.2515653815,00:00:00,-46.700408,-23.519959,2025-10-16 23:59:15-03:00,POINT (326396.71023050224 7397890.790481532),2025-10-16 23:59:15-03:00,1095.0,POINT (326396.71023050224 7397890.790481532),Básico,False,Básico,0.46,0.386,0.53,0.445,531.0578775883216
10493,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,370777.70986387454,05:16:00,-46.734729,-23.448564,2025-10-16 23:59:27-03:00,POINT (324221.0644701993 7401980.307364108),2025-10-16 23:59:27-03:00,67283.0,POINT (322796.55588943185 7405755.233301622),Padron,False,Padron,0.55,0.462,0.63,0.529,544.6909946755248
10494,418,8060-10,TERM. LAPA - VL. PIAUÍ,207305.63300079244,06:31:00,-46.7608515,-23.502118,2025-10-16 23:59:07-03:00,POINT (323067.1291402407 7405901.035740847),2025-10-16 23:59:07-03:00,52231.0,POINT (320200.1851641899 7399792.1294725705),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,415.2850093088374
10495,33174,8040-10,TERM. LAPA - SOL NASCENTE,502667.62812991196,05:38:00,-46.7465885,-23.50731,2025-10-16 23:59:05-03:00,POINT (323876.56392527744 7400779.393406071),2025-10-16 23:59:05-03:00,65659.0,POINT (321663.87775922706 7399234.942399602),Básico,False,Básico,0.46,0.386,0.53,0.445,617.6076079780976
10496,33186,8060-10,TERM. LAPA - VL. PIAUÍ,416019.99708436086,06:48:00,-46.7597955,-23.5062985,2025-10-17 23:57:52-03:00,POINT (327477.4012447705 7394882.416600592),2025-10-17 23:57:52-03:00,127248.0,POINT (320313.708937671 7399330.4915258605),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,833.392059159246
10497,34036,9012-10,TERM. LAPA - ITABERABA,458110.92418466107,04:02:00,-46.69285,-23.49687,2025-10-17 22:40:16-03:00,POINT (327794.305368794 7402345.066102756),2025-10-17 22:40:16-03:00,133914.0,POINT (327138.35671101604 7400456.790615076),Básico,True,Básico,0.46,0.386,0.53,0.445,648.5155676035317
10498,34036,9012-10,TERM. LAPA - ITABERABA,407445.81790483894,04:11:00,-46.6931875,-23.499984,2025-10-16 23:59:34-03:00,POINT (326421.0478134535 7397918.3801486995),2025-10-16 23:59:34-03:00,71174.0,POINT (327107.9512406454 7400111.540237064),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,870.6302236990599
10499,34036,9012-10,TERM. LAPA - ITABERABA,369483.4290395848,05:48:00,-46.692956,-23.500292,2025-10-16 23:59:26-03:00,POINT (328202.4687061743 7403848.741544431),2025-10-16 23:59:26-03:00,65343.0,POINT (327131.9965063706 7400077.71100093),Padron,True,Padron,0.55,0.462,0.63,0.529,621.7408505477805
10500,1342,847J-10,JAGUARÉ - CITY JARAGUÁ,786154.0760394505,06:31:00,-46.7347375,-23.448265,2025-10-17 22:31:40-03:00,POINT (324613.7051287293 7406668.107383269),2025-10-17 22:31:40-03:00,123249.0,POINT (322795.288380165 7405788.334377034),Básico,True,Básico,0.46,0.386,0.53,0.445,1112.9032946637274
10541,33174,8040-10,TERM. LAPA - SOL NASCENTE,1428842.5347131772,03:35:00,-46.746196,-23.507344,2025-10-17 23:43:13-03:00,POINT (317857.3695056295 7407179.945711515),2025-10-17 23:43:13-03:00,158641.0,POINT (321704.00843567686 7399231.664653445),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,3243.972648686062
10542,34191,948A-10,METRÔ BARRA FUNDA - VL. ZATT,254694.0840151676,11:43:00,-46.704932,-23.507598,2025-10-16 23:59:23-03:00,POINT (320545.2267496714 7401363.041941065),2025-10-16 23:59:23-03:00,44044.0,POINT (325918.4826179913 7399254.17477333),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,510.21592380338456
10543,33174,8040-10,TERM. LAPA - SOL NASCENTE,1007381.3715191833,03:26:00,-46.726335000000006,-23.5134245,2025-10-17 23:21:51-03:00,POINT (321357.3263870496 7399228.38634019),2025-10-17 23:21:51-03:00,143067.0,POINT (323740.4429083124 7398582.825834373),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,1076.2862573310954
10544,33174,8040-10,TERM. LAPA - SOL NASCENTE,851633.6448298388,04:18:00,-46.75456675,-23.496742750000003,2025-10-17 23:00:18-03:00,POINT (321326.77407799195 7399296.407599319),2025-10-17 23:00:18-03:00,134516.0,POINT (320834.78549535334 7400395.252584488),Básico,False,Básico,0.46,0.386,0.53,0.445,1046.3681940566296
10545,33174,8040-10,TERM. LAPA - SOL NASCENTE,885557.7579775539,00:00:00,-46.754993,-23.4512925,2025-10-16 23:58:57-03:00,POINT (323691.0733164471 7401564.482711004),2025-10-16 23:58:57-03:00,67554.0,POINT (320729.8194257312 7405427.976588749),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,709.5974314674138
10546,33174,8040-10,TERM. LAPA - SOL NASCENTE,990048.6808194695,00:00:00,-46.7026815,-23.5185845,2025-10-16 23:59:37-03:00,POINT (327327.15930899733 7404769.428064387),2025-10-16 23:59:37-03:00,66389.0,POINT (326162.7445812953 7398040.251177441),Básico,True,Básico,0.46,0.386,0.53,0.445,1401.5426140284656
10547,33174,8040-10,TERM. LAPA - SOL NASCENTE,484018.6235754682,04:51:00,-46.7272315,-23.511554500000003,2025-10-16 23:59:31-03:00,POINT (325643.9416214373 7397354.818284372),2025-10-16 23:59:31-03:00,68748.0,POINT (323646.39951183996 7398788.81121975),Padron,False,Padron,0.55,0.462,0.63,0.529,711.0475589635415
10548,33174,8040-10,TERM. LAPA - SOL NASCENTE,579697.3955223548,05:26:00,-46.746196,-23.507344,2025-10-17 20:54:10-03:00,POINT (324570.1961761663 7399517.600040423),2025-10-17 20:54:10-03:00,157783.0,POINT (321704.00843567686 7399231.664653445),Básico,True,Básico,0.46,0.386,0.53,0.445,820.637024023311
10549,33174,8040-10,TERM. LAPA - SOL NASCENTE,783600.6221322306,06:07:00,-46.746196,-23.507344,2025-10-17 23:57:25-03:00,POINT (325579.64367693977 7406375.403393111),2025-10-17 23:57:25-03:00,192999.0,POINT (321704.00843567686 7399231.664653445),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1674.3978093721503
10550,33222,888P-10,COHAB TAIPAS - PERUS,557115.5330661372,04:19:00,-46.7191545,-23.43439225,2025-10-17 23:57:50-03:00,POINT (320618.02842767263 7401391.123268455),2025-10-17 23:57:50-03:00,137696.0,POINT (324369.0906036061 7407343.707416915),Básico,True,Básico,0.46,0.386,0.53,0.445,788.6694620744157
10551,33222,888P-10,COHAB TAIPAS - PERUS,654324.3554959678,05:59:00,-46.7566645,-23.406772,2025-10-16 23:59:11-03:00,POINT (320469.3632565793 7409791.160420718),2025-10-16 23:59:11-03:00,64604.0,POINT (320498.9188698458 7410356.163756825),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1398.160282823784
10552,33222,888P-10,COHAB TAIPAS - PERUS,732262.9492695762,04:33:00,-46.7557145,-23.40662,2025-10-17 23:11:54-03:00,POINT (320498.9188698458 7410356.163756825),2025-10-17 23:11:54-03:00,133331.0,POINT (320595.8086045941 7410374.179069392),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1760.2869037491344
10553,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,475195.68991498917,04:11:00,-46.7477295,-23.50875,2025-10-17 22:43:32-03:00,POINT (321504.7438759375 7399656.297809448),2025-10-17 22:43:32-03:00,133871.0,POINT (321549.2915949534 7399074.055828803),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1142.3229189866424
10554,454,888P-10,COHAB TAIPAS - PERUS,712386.1435374861,00:00:00,-46.720137875,-23.43388925,2025-10-17 23:31:41-03:00,POINT (320431.9919458934 7410343.441734086),2025-10-17 23:31:41-03:00,214583.0,POINT (324267.94177890196 7407398.209954025),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1522.2267115109003
10555,33222,888P-10,COHAB TAIPAS - PERUS,494450.86991731933,05:30:00,-46.71484875,-23.447277,2025-10-16 23:59:20-03:00,POINT (327468.9826281783 7399030.66712537),2025-10-16 23:59:20-03:00,66365.0,POINT (324826.0552695469 7405922.094733557),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,528.271309419664
10556,34028,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,351550.4555387302,16:10:00,-46.751002,-23.433573000000003,2025-10-17 23:49:49-03:00,POINT (320368.1388441869 7410070.25445676),2025-10-17 23:49:49-03:00,94584.0,POINT (321113.7173410712 7407395.227547845),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,704.2434500579612
10557,454,888P-10,COHAB TAIPAS - PERUS,402769.5763394547,05:07:00,-46.75381075,-23.428152,2025-10-16 23:59:30-03:00,POINT (324516.91790320334 7407175.585603539),2025-10-16 23:59:30-03:00,66013.0,POINT (320819.3981318738 7407992.065064019),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,806.8481538020126
10558,33222,888P-10,COHAB TAIPAS - PERUS,679217.2752784175,00:00:00,-46.719890625,-23.43390975,2025-10-17 23:57:52-03:00,POINT (324451.7321403873 7397703.532524166),2025-10-17 23:57:52-03:00,98389.0,POINT (324293.2335704412 7407396.241498597),Básico,True,Básico,0.46,0.386,0.53,0.445,961.520351402386
10559,33222,888P-10,COHAB TAIPAS - PERUS,624168.999393088,05:33:00,-46.708443,-23.442003,2025-10-16 23:59:11-03:00,POINT (325647.02407614014 7398096.7573052365),2025-10-16 23:59:11-03:00,82481.0,POINT (325473.61350962287 7406513.918898286),Básico,True,Básico,0.46,0.386,0.53,0.445,883.5923606108372
10560,454,888P-10,COHAB TAIPAS - PERUS,857727.6490262192,00:00:00,-46.706323,-23.4433565,2025-10-16 23:59:17-03:00,POINT (322794.47293239605 7405741.529705202),2025-10-16 23:59:17-03:00,63551.0,POINT (325692.0030458108 7406366.601353901),Padron,False,Padron,0.55,0.462,0.63,0.529,1260.044802801967
10581,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,760474.6803137949,04:33:00,-46.783001,-23.435226,2025-10-16 23:59:01-03:00,POINT (321187.09783760016 7400921.639761927),2025-10-16 23:59:01-03:00,131999.0,POINT (317846.1741334477 7407172.053931121),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,954.6770994255286
10582,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,470763.7181329371,04:18:00,-46.7828905,-23.435156,2025-10-16 23:58:54-03:00,POINT (318805.4245971504 7406939.176312414),2025-10-16 23:58:54-03:00,62610.0,POINT (317857.3695056295 7407179.945711515),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,943.0574183498062
10583,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,381300.283534514,05:26:00,-46.781794000000005,-23.435956,2025-10-17 23:15:02-03:00,POINT (317890.2105347323 7407111.072048689),2025-10-17 23:15:02-03:00,128025.0,POINT (317970.5104910567 7407092.738213362),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,865.6850987225838
10584,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,331952.91687760357,05:41:00,-46.7814925,-23.436115,2025-10-17 23:57:48-03:00,POINT (322206.2316019491 7409899.6704108985),2025-10-17 23:57:48-03:00,128962.0,POINT (318001.5366248367 7407075.511269793),Padron,True,Padron,0.55,0.462,0.63,0.529,558.5871318174499
10585,33174,8040-10,TERM. LAPA - SOL NASCENTE,677788.855189199,04:05:00,-46.746196,-23.507344,2025-10-16 23:58:57-03:00,POINT (321992.3910977864 7405341.974787943),2025-10-16 23:58:57-03:00,71462.0,POINT (321704.00843567686 7399231.664653445),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1285.3655628693489
10586,34028,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,660012.3139046105,06:32:00,-46.753026000000006,-23.453518000000003,2025-10-16 23:59:18-03:00,POINT (321447.8865049557 7402734.551348338),2025-10-16 23:59:18-03:00,101560.0,POINT (320933.7910033423 7405183.970074327),Padron,False,Padron,0.55,0.462,0.63,0.529,969.591089741568
10587,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,406516.87010453973,03:59:00,-46.746961,-23.506872,2025-10-17 23:51:08-03:00,POINT (322216.3267990112 7399127.459527876),2025-10-17 23:51:08-03:00,121658.0,POINT (321625.24532943824 7399282.984730964),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,770.9226576349502
10588,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,830896.0637234291,00:00:00,-46.749219,-23.4950935,2025-10-16 23:58:55-03:00,POINT (323684.9748489596 7401557.653269675),2025-10-16 23:58:55-03:00,-181.0,POINT (321378.7567276644 7400584.554650114),Básico,True,Básico,0.46,0.386,0.53,0.445,1176.241394688798
10589,1254,8004-10,TERM. LAPA - HAB. TURÍSTICA,697370.7829982019,00:00:00,-46.7282985,-23.51085175,2025-10-16 23:59:05-03:00,POINT (318758.8797692043 7406992.59807799),2025-10-16 23:59:05-03:00,-152.0,POINT (323536.4973423589 7398865.323555556),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1322.5009265856197
10590,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,266312.2212873295,16:41:00,-46.7274315,-23.5112205,2025-10-16 23:58:59-03:00,POINT (322917.2302280662 7398180.543874814),2025-10-16 23:58:59-03:00,25520.0,POINT (323625.52987980563 7398825.553147329),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,334.3203732374748
10591,33222,888P-10,COHAB TAIPAS - PERUS,740184.7736530087,00:00:00,-46.757094,-23.4117085,2025-10-16 23:59:30-03:00,POINT (320724.3802180528 7401648.898627324),2025-10-16 23:59:30-03:00,-179.0,POINT (320461.6845812789 7409808.954216443),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1581.6268243417492
10592,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,714703.9277971048,00:00:00,-46.756263,-23.475309,2025-10-16 23:59:28-03:00,POINT (320637.32682434475 7402800.875244239),2025-10-16 23:59:28-03:00,67677.0,POINT (320632.53299010405 7402766.7583977245),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,897.2178698386513
10593,33186,8060-10,TERM. LAPA - VL. PIAUÍ,592130.9355495096,04:24:00,-46.7590365,-23.50562,2025-10-17 21:56:04-03:00,POINT (326396.71023050224 7397890.790481532),2025-10-17 21:56:04-03:00,125668.0,POINT (320390.3040151965 7399406.580116406),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1344.344469524829
10594,33186,8060-10,TERM. LAPA - VL. PIAUÍ,539055.1502246489,04:57:00,-46.759228,-23.505810500000003,2025-10-17 22:18:26-03:00,POINT (320200.1851641899 7399792.1294725705),2025-10-17 22:18:26-03:00,184877.0,POINT (320371.00476474315 7399385.244069012),Básico,True,Básico,0.46,0.386,0.53,0.445,763.1026423125196
10595,33186,8060-10,TERM. LAPA - VL. PIAUÍ,572869.6834732473,05:05:00,-46.759228,-23.505810500000003,2025-10-16 23:59:06-03:00,POINT (320719.2336425622 7398932.5136352945),2025-10-16 23:59:06-03:00,124741.0,POINT (320371.00476474315 7399385.244069012),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1147.6011934177827
